,name,brand,model,type,source_url,origin,km_driven,external_color,seats,fuels,transmission,price,year
746,Chính chủ cần bán xe Ford Transit bản luxury 2016 số sàn,Ford,Transit,van,https://xetot.com/ho-chi-minh/ban-xe/chinh-chu-can-ban-xe-ford-transit-ban-luxury-2016-so-san/10942,imported,43000,Xám,16,diesel,manual,556000000,2016
747,Bán xe MITSUBISHI OUTLANDER 2019 7 Chô Siêu Lướt,Mitsubishi,Outlander,suv,https://xetot.com/ho-chi-minh/ban-xe/ban-xe-mitsubishi-outlander-2019-7-cho-sieu-luot/11819,imported,20000,Đỏ,7,gasoline,automatic,810000000,2019
748,Bán xe Hyundai Accent 2021 bản full ATH,Hyundai,Accent,sedan,https://xetot.com/ho-chi-minh/ban-xe/ban-xe-hyundai-accent-2021-ban-full-ath/11734,imported,32000,Trắng,5,gasoline,automatic,468000000,2021
749,Hyundai Tucson 2017 xe chính chủ đẹp như mới đi ít,Hyundai,Tucson,suv,https://xetot.com/ha-noi/ban-xe/hyundai-tucson-2017-xe-chinh-chu-dep-nhu-moi-di-it/11995,imported,42000,Vàng,5,gasoline,automatic,725000000,2017
750,Bán Toyota Innova 2021 số sàn màu trắng,Toyota,Innova,van,https://xetot.com/ho-chi-minh/ban-xe/ban-toyota-innova-2021-so-san-mau-trang/11587,imported,33000,Trắng,7,gasoline,manual,639000000,2021
751,Cần bán lại chiếc xe Mercedes C180 2020,Mercedes,C Class,sedan,https://xetot.com/ho-chi-minh/ban-xe/can-ban-lai-chiec-xe-mercedes-c180-2020/11992,imported,21000,Xanh dương,5,gasoline,automatic,1039000000,2020
752,Cần bán hoặc đổi xe 7c cao cấp Mazda bán tải Bt50 sx 2021,Mazda,BT-50,pickup,https://xetot.com/ho-chi-minh/ban-xe/can-ban-hoac-doi-xe-7c-cao-cap-mazda-ban-tai-bt50-sx-2021/6614,imported,25000,Khác,5,diesel,automatic,575000000,2019
753,Nhà cần bán xe Huyndai Kona 2018 đăng ký 2019 bản full Turbo,Hyundai,Kona,suv,https://xetot.com/ho-chi-minh/ban-xe/nha-can-ban-xe-huyndai-kona-2018-dang-ky-2019-ban-full-turbo/11597,imported,67000,Đen,5,gasoline,automatic,575000000,2018
754,Range Rover Evoque Dynamic Model 2013 Nhập ANH,Land Rover,Range Rover Evoque,suv,https://xetot.com/ho-chi-minh/ban-xe/range-rover-evoque-dynamic-model-2013-nhap-anh/11728,imported,60000,Đỏ,5,gasoline,automatic,895000000,2013
755,Cần bán xe Mitsubishi Xpander model 2022,Mitsubishi,Xpander,van,https://xetot.com/ho-chi-minh/ban-xe/can-ban-xe-mitsubishi-xpander-model-2022/11815,imported,56000,Trắng,8,gasoline,automatic,563000000,2021
756,Bán Toyota Corolla Altis bản G số tự động full option 2019,Toyota,Corolla Altis,sedan,https://xetot.com/ho-chi-minh/ban-xe/ban-toyota-corolla-altis-ban-g-so-tu-dong-full-option-2019/11986,imported,36000,Trắng,5,gasoline,automatic,616000000,2019
757,xe chính chủ ít đi cần bán lại,Vinfast,Lux A 2.0,sedan,https://xetot.com/ho-chi-minh/ban-xe/xe-chinh-chu-it-di-can-ban-lai/11985,imported,30003,Trắng,5,gasoline,automatic,590059000,2020
758,Cần bán xe Hyundai Kona số tự động 2019,Hyundai,Kona,suv,https://xetot.com/ho-chi-minh/ban-xe/can-ban-xe-hyundai-kona-so-tu-dong-2019/11984,imported,43000,Đen,5,gasoline,automatic,553000000,2019
759,Mình cần bán Mitsubishi Triton model 2020 AT,Mitsubishi,Triton,pickup,https://xetot.com/ho-chi-minh/ban-xe/minh-can-ban-mitsubishi-triton-model-2020-at/11927,imported,66000,Bạc,5,diesel,automatic,516000000,2019
760,Accent AT 2023 mới về hàng giảm ngay 30tr,Hyundai,Accent,sedan,https://xetot.com/ho-chi-minh/ban-xe/accent-at-2023-moi-ve-hang-giam-ngay-30tr/11982,imported,0,Trắng,5,gasoline,automatic,475000000,2023
761,𝐅𝐨𝐫𝐝 𝐄𝐯𝐞𝐫𝐞𝐬𝐭 𝟐𝟎𝟐𝟑 Giá chỉ từ 𝐜𝐡ỉ 𝟏𝟎𝟗𝟗 Triệu,Ford,Everest,suv,https://xetot.com/binh-phuoc/ban-xe/-gia-chi-tu-i-trieu/11634,imported,0,Khác,7,diesel,automatic,1099000000,2023
762,Ford Ranger 2023 Giá chỉ từ 659 triệu Ford Bình Phước,Ford,Ranger,pickup,https://xetot.com/binh-phuoc/ban-xe/ford-ranger-2023-gia-chi-tu-659-trieu-ford-binh-phuoc/11573,imported,0,Khác,5,diesel,None,659000000,2023
763,SUBARU FORESTER 2023 siêu HOT từ 969 triệu,Subaru,Forester,sedan,https://xetot.com/ho-chi-minh/ban-xe/subaru-forester-2023-sieu-hot-tu-969-trieu/11977,imported,0,Đen,5,gasoline,automatic,969000000,2023
764,Cần bán Accent 2021 số tự động bản full ATH màu trắng,Hyundai,Accent,sedan,https://xetot.com/ho-chi-minh/ban-xe/can-ban-accent-2021-so-tu-dong-ban-full-ath-mau-trang/11976,imported,56000,Trắng,5,gasoline,automatic,466000000,2021
765,SIÊU LƯỚT TOYOTA CAMRY 25Q NHẬP THÁI XE NGUYÊN ZIN LH NAM x965824819 ĐỂ THƯƠNG LƯỢNG,Toyota,Camry,sedan,https://xetot.com/ho-chi-minh/ban-xe/sieu-luot-toyota-camry-25q-nhap-thai-xe-nguyen-zin-lh-nam-x965824819-de-thuong-luong/11945,imported,42000,Nâu,5,gasoline,automatic,1070000000,2019
766,Toyota Fortuner 2015 số tự động,Toyota,Fortuner,suv,https://xetot.com/ho-chi-minh/ban-xe/toyota-fortuner-2015-so-tu-dong/11971,imported,168000,Bạc,7,gasoline,automatic,530000000,2015
767,Kia Seltos Cập Nhật Giá Tháng 3 Ưu Đãi Lớn,Kia,Seltos,suv,https://xetot.com/ho-chi-minh/ban-xe/kia-seltos-cap-nhat-gia-thang-3-uu-dai-lon/11967,imported,0,Khác,5,gasoline,automatic,629000000,2023
768,Toyota Yaris 2019 Nhập Thái Xe Gia Đình Nguyên Zin Lh Nam 0965824819 Để Thương Lượng,Toyota,Yaris,hatchback,https://xetot.com/ho-chi-minh/ban-xe/toyota-yaris-2019-nhap-thai-xe-gia-dinh-nguyen-zin-lh-nam-0965824819-de-thuong-luong/11893,imported,20000,Đỏ,5,gasoline,automatic,630000000,2019
769,Xe Lướt Fortuner 27At Máy Xăng Stđ Đã Lên Đồ Chơi Lh Nam X965824819,Toyota,Fortuner,suv,https://xetot.com/ho-chi-minh/ban-xe/xe-luot-fortuner-27at-may-xang-std-da-len-do-choi-lh-nam-x965824819/11966,imported,81000,Đen,7,gasoline,automatic,900000000,2020
770,Acura MDX SH AWD nhập khẩu Canada 2007 số tự động,Hãng khác,Dòng khác,suv,https://xetot.com/ho-chi-minh/ban-xe/acura-mdx-sh-awd-nhap-khau-canada-2007-so-tu-dong/11962,imported,80000,Bạc,7,gasoline,automatic,298000000,2007
771,Cần bán xe Hyundai Tucson AT Model 2021 Xe chính chủ 1 chủ,Hyundai,Tucson,suv,https://xetot.com/ho-chi-minh/ban-xe/can-ban-xe-hyundai-tucson-at-model-2021-xe-chinh-chu-1-chu/11182,imported,60000,Đỏ,5,gasoline,automatic,1680000000,2021
772,Mazda 3 15 Luxury 2019 Biển Số Dễ Thương,Mazda,3,sedan,https://xetot.com/ho-chi-minh/ban-xe/mazda-3-15-luxury-2019-bien-so-de-thuong/11961,imported,66000,Trắng,5,gasoline,automatic,542000000,2019
773,Kia Sedona DAT SX 2021 máy dầu bản Full BS VIP 888,Kia,Sedona,van,https://xetot.com/ho-chi-minh/ban-xe/kia-sedona-dat-sx-2021-may-dau-ban-full-bs-vip-888/11960,imported,50500,Khác,7,diesel,automatic,1145000000,2021
774,Mitsubishi Attrage 2016 AT CVT nhập khẩu Thái Lan biển TPHCM,Mitsubishi,Attrage,sedan,https://xetot.com/ho-chi-minh/ban-xe/mitsubishi-attrage-2016-at-cvt-nhap-khau-thai-lan-bien-tphcm/11939,imported,53000,Trắng,5,gasoline,automatic,315000000,2016
775,Hyundai Accent 2019 MT Base lên full đồ chơi cực đẹp,Hyundai,Accent,sedan,https://xetot.com/ho-chi-minh/ban-xe/hyundai-accent-2019-mt-base-len-full-do-choi-cuc-dep/11944,imported,76000,Bạc,5,gasoline,manual,340000000,2019
776,Volvo S90 2022 Long WheelBase Trắng nội thất Nâu Siêu lướt 4198km,Volvo,S90,sedan,https://xetot.com/ho-chi-minh/ban-xe/volvo-s90-2022-long-wheelbase-trang-noi-that-nau-sieu-luot-4198km/11899,imported,4198,Trắng,5,gasoline,automatic,2289000000,2022
777,Volvo XC60 2021 Xanh nội thất Nâu lướt 18883km,Volvo,XC60,suv,https://xetot.com/ho-chi-minh/ban-xe/volvo-xc60-2021-xanh-noi-that-nau-luot-18883km/11898,imported,18883,Xanh dương,5,gasoline,automatic,1979000000,2021
778,Mercedes GLC 300 4Matic 2021 Đen nội thất Kem lướt 16000km,Mercedes,GLC,suv,https://xetot.com/ho-chi-minh/ban-xe/mercedes-glc-300-4matic-2021-den-noi-that-kem-luot-16000km/11897,imported,16000,Đen,5,gasoline,automatic,1859000000,2021
779,Mercedes C300 AMG 2021 Trắng nội thất Đen lướt 19000KM,Mercedes,C Class,sedan,https://xetot.com/ho-chi-minh/ban-xe/mercedes-c300-amg-2021-trang-noi-that-den-luot-19000km/11896,imported,19000,Trắng,5,gasoline,automatic,1699000000,2021
780,Mercedes GLC 200 2020 Đen nội thất Đen 26000KM,Mercedes,GLC,suv,https://xetot.com/ho-chi-minh/ban-xe/mercedes-glc-200-2020-den-noi-that-den-26000km/11895,imported,26000,Đen,5,gasoline,automatic,1479000000,2020
781,Cần bán Mitsubishi Xpander 2022 số tự động màu trắng,Mitsubishi,Xpander,van,https://xetot.com/ho-chi-minh/ban-xe/can-ban-mitsubishi-xpander-2022-so-tu-dong-mau-trang/11746,imported,41000,Trắng,7,gasoline,automatic,563000000,2022
782,Toyota Fortuner Sport 2016 Stđ Máy Xăng Giá Tốt,Toyota,Fortuner,suv,https://xetot.com/ho-chi-minh/ban-xe/toyota-fortuner-sport-2016-std-may-xang-gia-tot/10836,imported,46000,Trắng,7,gasoline,automatic,750000000,2016
783,C300 Amg sx 2020 đen nội thất nâu odo 2v6 tình trạng 90 phần trăm,Mercedes,C Class,sedan,https://xetot.com/ho-chi-minh/ban-xe/c300-amg-sx-2020-den-noi-that-nau-odo-2v6-tinh-trang-90-phan-tram/11941,imported,26000,Đen,5,gasoline,automatic,1450000000,2020
784,Kia Soluto 2022 MT đi lướt 6000km cực đẹp full bảo hành hãng đến 2025,Kia,Soluto,sedan,https://xetot.com/ho-chi-minh/ban-xe/kia-soluto-2022-mt-di-luot-6000km-cuc-dep-full-bao-hanh-hang-den-2025/11903,imported,6000,Trắng,5,gasoline,manual,389000000,2022
785,Mazda Giảm 100Tr Ưu Đãi Giảm Giá Lớn Nhất Từ Trước Đến Bây Giờ,Mazda,2,sedan,https://xetot.com/ho-chi-minh/ban-xe/mazda-giam-100tr-uu-dai-giam-gia-lon-nhat-tu-truoc-den-bay-gio/11933,imported,0,Trắng,4,gasoline,automatic,439000000,2022
786,Nissan Navara 2WD 2022 Đủ màu giao ngay,Nissan,Navara,pickup,https://xetot.com/ho-chi-minh/ban-xe/nissan-navara-2wd-2022-du-mau-giao-ngay/11782,imported,0,Trắng,5,diesel,automatic,945000000,2022
787,NISSAN ALMERA XE Giao Ngay ƯU ĐÃI KHỦNG GIẢM TIỀN MẶT 60tr,Nissan,Almera,sedan,https://xetot.com/ho-chi-minh/ban-xe/nissan-almera-xe-giao-ngay-uu-dai-khung-gia-m-tie-n-ma-t-60tr/11764,imported,0,Khác,5,gasoline,automatic,535000000,2023
788,Kia K5 đủ màu đủ phiên bản xe có sẵn Giảm giá lên đến 40 triệu,Kia,K5,sedan,https://xetot.com/ho-chi-minh/ban-xe/kia-k5-du-mau-du-phien-ban-xe-co-san-giam-gia-len-den-40-trieu/11531,imported,1,Trắng,5,gasoline,automatic,894000000,2023
789,Cần bán xe Mercedes Benz E250 Model 2010 màu xám🔥🔥,Mercedes,E Class,sedan,https://xetot.com/ho-chi-minh/ban-xe/can-ban-xe-mercedes-benz-e250-model-2010-mau-xam-/11838,imported,100000,Khác,5,gasoline,automatic,486000000,2010
790,Chính chủ cần bán Toyota Fortuner số tự động máy xăng 2017 nhập Indonesia,Toyota,Fortuner,suv,https://xetot.com/ho-chi-minh/ban-xe/chinh-chu-can-ban-toyota-fortuner-so-tu-dong-may-xang-2017-nhap-indonesia/11929,imported,76000,Nâu,7,gasoline,automatic,746000000,2017
791,Ford Ranger 2023 trả trước 180tr nhận xe ngay,Ford,Ranger,pickup,https://xetot.com/ho-chi-minh/ban-xe/ford-ranger-2023-tra-truoc-180tr-nhan-xe-ngay/11925,imported,0,Đen,5,diesel,manual,659000000,2023
792,Nissan Navara ✅Xe Sẵn Giao Không Chờ Đợi✅,Nissan,Navara,pickup,https://xetot.com/ho-chi-minh/ban-xe/nissan-navara-xe-san-giao-khong-cho-doi-/11765,imported,0,Trắng,5,diesel,automatic,659000000,2022
793,Cần bán xe Innova 2019 số tự động bản G màu xám,Toyota,Innova,van,https://xetot.com/ho-chi-minh/ban-xe/can-ban-xe-innova-2019-so-tu-dong-ban-g-mau-xam/11921,imported,87000,Xám,8,gasoline,automatic,646000000,2019
794,fiat 500 2011 số tự động màu trắng,Hãng khác,Dòng khác,hatchback,https://xetot.com/ho-chi-minh/ban-xe/fiat-500-2011-so-tu-dong-mau-trang/11920,imported,55000,Trắng,5,gasoline,automatic,368000000,2011
795,Cần bán tải Van mercedes Vito 2015 số sàn máy dầu,Mercedes,V Class,pickup,https://xetot.com/ho-chi-minh/ban-xe/can-ban-tai-van-mercedes-vito-2015-so-san-may-dau/11107,imported,78000,Vàng,4,diesel,manual,256000000,2015
796,Xe gia đình chính chủ đứng tên cần bán Fiat 500 model 2011,Hãng khác,Dòng khác,hatchback,https://xetot.com/ho-chi-minh/ban-xe/xe-gia-dinh-chinh-chu-dung-ten-can-ban-fiat-500-model-2011/11918,imported,55000,Trắng,4,gasoline,automatic,368000000,2011
797,Honda City E 2023 trắng có sẵn giao ngay,Honda,City,sedan,https://xetot.com/hai-phong/ban-xe/honda-city-e-2023-trang-co-san-giao-ngay/11914,imported,0,Trắng,5,gasoline,automatic,499000000,2023
798,Traiblazer 2018 bản 2 cầu 4x4 số tự động,Chevrolet,Trailblazer,suv,https://xetot.com/ho-chi-minh/ban-xe/traiblazer-2018-ban-2-cau-4x4-so-tu-dong/11910,imported,49000,Bạc,8,diesel,automatic,668000000,2018
799,Cần bán Xe bán tải Corolado 2016 Giá 4xx,Chevrolet,Colorado,pickup,https://xetot.com/hoa-binh/ban-xe/ca-n-ba-n-xe-ba-n-ta-i-corolado-2016-gia-4xx/11909,imported,14000,Cam,5,diesel,automatic,445000000,2016
800,Bán xe DEAWO nhập khẩu màu trắng hàn quốc,Hãng khác,Dòng khác,sedan,https://xetot.com/thua-thien-hue/ban-xe/ban-xe-deawo-nhap-khau-mau-trang-han-quoc/11907,imported,1000000,Trắng,5,gasoline,automatic,550000000,2000
801,Audi Q8 2021 Trắng nội thất Nâu siêu lướt 5830km,Audi,Q8,suv,https://xetot.com/ho-chi-minh/ban-xe/audi-q8-2021-trang-noi-that-nau-sieu-luot-5830km/11901,imported,5830,Trắng,5,gasoline,automatic,4399000000,2021
802,Mercedes GLS 450 2022 Đen nội thất Đen siêu lướt 6000,Mercedes,GLS,suv,https://xetot.com/ho-chi-minh/ban-xe/mercedes-gls-450-2022-den-noi-that-den-sieu-luot-6000/11900,imported,6000,Đen,5,gasoline,automatic,5199000000,2022
803,Chính Chủ Nữ Bán Xe Hyundai Elantra trắng 20AT 2018,Hyundai,Elantra,sedan,https://xetot.com/binh-duong/ban-xe/chinh-chu-nu-ban-xe-hyundai-elantra-trang-20at-2018/11892,imported,54000,Trắng,5,gasoline,automatic,535000000,2018
804,Bán xe Mitsubishi Outlander Premium 2020,Mitsubishi,Outlander,suv,https://xetot.com/ha-noi/ban-xe/ban-xe-mitsubishi-outlander-premium-2020/11879,imported,25000,Nâu,7,gasoline,automatic,790000000,2020
805,Toyota Corolla Altis 2017 Màu Đen 85000Km,Toyota,Corolla Altis,sedan,https://xetot.com/ho-chi-minh/ban-xe/toyota-corolla-altis-2017-mau-den-85000km/11891,imported,85000,Đen,5,gasoline,automatic,570000000,2017
806,Cần bán Mitsubishi Pajero 2016,Mitsubishi,Pajero,suv,https://xetot.com/ho-chi-minh/ban-xe/can-ban-mitsubishi-pajero-2016/11886,imported,123456,Trắng,7,diesel,manual,459000000,2016
807,Cần bán Toyota Vios model 2020 bản E số tự động,Toyota,Vios,sedan,https://xetot.com/ho-chi-minh/ban-xe/can-ban-toyota-vios-model-2020-ban-e-so-tu-dong/11791,imported,73000,Trắng,5,gasoline,automatic,439000000,2019
808,Xe khách Hyundai Tracomeco K34 Weichai mới 2023,Hyundai,Khác,NONE,https://xetot.com/ho-chi-minh/ban-xe/xe-khach-hyundai-tracomeco-k34-weichai-moi-2023/11884,imported,0,Khác,0,diesel,None,2380000000,2023
809,Bán xe Chevrolet Trailblazer 2019 số tự động máy dầu màu đen,Chevrolet,Trailblazer,suv,https://xetot.com/ho-chi-minh/ban-xe/ban-xe-chevrolet-trailblazer-2019-so-tu-dong-may-dau-mau-den/11883,imported,67000,Đen,8,diesel,automatic,565000000,2019
810,Honda CRV AT L Turbo 2019 số tự động nhập khẩu Thái Lan Odo 59000km,Honda,CR-V,suv,https://xetot.com/ho-chi-minh/ban-xe/honda-crv-at-l-turbo-2019-so-tu-dong-nhap-khau-thai-lan-odo-59000km/11882,imported,59000,Trắng,7,gasoline,automatic,786000000,2019
811,Xe chính chủ bao đâm đụng ngập nước bảo hành chính hãng,Ford,Ranger,suv,https://xetot.com/ho-chi-minh/ban-xe/xe-chinh-chu-bao-dam-dung-ngap-nuoc-bao-hanh-chinh-hang/11878,imported,110000,Trắng,4,gasoline,automatic,695000000,2018
812,Cần bán xe Honda City model 2018 bản Top màu xanh đen,Honda,City,sedan,https://xetot.com/ho-chi-minh/ban-xe/can-ba-n-xe-honda-city-model-2018-ba-n-top-ma-u-xanh-den/11756,imported,83000,Xanh dương,5,gasoline,automatic,406000000,2017
813,Cần bán Suzuki XL7 sản xuất 2020 số tự động màu trắng,Suzuki,XL7,suv,https://xetot.com/ho-chi-minh/ban-xe/can-ban-suzuki-xl7-san-xuat-2020-so-tu-dong-mau-trang/11872,imported,87000,Trắng,7,gasoline,automatic,496000000,2020
814,Siêu Lướt Toyota Vios Cvt Xe Gia Đình Nguyên Zin Lh Nam 0965824819 Để Thương Lượng,Toyota,Vios,sedan,https://xetot.com/ho-chi-minh/ban-xe/sieu-luot-toyota-vios-cvt-xe-gia-dinh-nguyen-zin-lh-nam-0965824819-de-thuong-luong/11722,imported,4500,Đỏ,5,gasoline,automatic,550000000,2022
815,Xe tốt Bán xe KIA FORTE sản xuất 2010 đăng kí 2011 Xe tốt giáo hấp dẫn cho bạn,Kia,Khác,sedan,https://xetot.com/ha-noi/ban-xe/xe-tot-ban-xe-kia-forte-san-xuat-2010-dang-ki-2011-xe-tot-giao-hap-dan-cho-ban/11859,imported,160000,Bạc,5,gasoline,manual,320000000,2010
816,Chevrolet Captiva LTZ model 2014 biển TP HCM,Chevrolet,Captiva,suv,https://xetot.com/ho-chi-minh/ban-xe/chevrolet-captiva-ltz-model-2014-bien-tp-hcm/11703,imported,79500,Đen,7,gasoline,automatic,399000000,2014
817,Bán xe siêu lướt Toyota Vios 2022 số tự động,Toyota,Vios,sedan,https://xetot.com/ho-chi-minh/ban-xe/ban-xe-sieu-luot-toyota-vios-2022-so-tu-dong/11851,imported,3000,Đen,5,gasoline,automatic,506000000,2022
818,Siêu Lướt Toyota Camry 25Q 2019 Nhập Thái Giá Cả Thương Lượng Lh X965824819 Nam,Toyota,Camry,sedan,https://xetot.com/ho-chi-minh/ban-xe/sieu-luot-toyota-camry-25q-2019-nhap-thai-gia-ca-thuong-luong-lh-x965824819-nam/11518,imported,53000,Đen,5,gasoline,automatic,1150000000,2019
819,xe lux A đk tháng 12 năm 2021,Vinfast,Lux A 2.0,sedan,https://xetot.com/ba-ria---vung-tau/ban-xe/xe-lux-a-dk-thang-12-nam-2021/11849,imported,23700000,Đỏ,5,gasoline,automatic,660000000,2021
820,Isuzu Dmax 2013 Thái Lan màu đỏ,Isuzu,D-max,pickup,https://xetot.com/ho-chi-minh/ban-xe/isuzu-dmax-2013-thai-lan-mau-do/11847,imported,273062,Đỏ,5,diesel,manual,400000000,2013
821,Mazda CX 5 2017 màu đỏ đã qua sử dụng,Mazda,CX-5,suv,https://xetot.com/ho-chi-minh/ban-xe/mazda-cx-5-2017-mau-do-da-qua-su-dung/11845,imported,144933,Đỏ,5,gasoline,automatic,750000000,2017
822,Đổi xe cần bán Accord2017 ai có nhu cầu liên hệ,Honda,Accord,sedan,https://xetot.com/ha-noi/ban-xe/doi-xe-can-ban-accord2017-ai-co-nhu-cau-lien-he/11840,imported,12000,Đỏ,5,gasoline,automatic,730,2017
823,Bán Xe Mercedes Benz GLC 300 4Matic màu đỏ chính chủ,Mercedes,GLC,suv,https://xetot.com/ho-chi-minh/ban-xe/ban-xe-mercedes-benz-glc-300-4matic-mau-do-chinh-chu/11641,imported,50000,Đỏ,5,gasoline,automatic,2180000000,2019
824,Bán xe Volvo S90 T6 AWD Inscription 2021,Volvo,S90,sedan,https://xetot.com/ho-chi-minh/ban-xe/ban-xe-volvo-s90-t6-awd-inscription-2021/11754,imported,14000,Đen,5,gasoline,automatic,1700000000,2021
825,Bán xe Honda CRV 2019 turbo bản L cao cấp nhất nhập Thái Lan,Honda,CR-V,suv,https://xetot.com/ho-chi-minh/ban-xe/ban-xe-honda-crv-2019-turbo-ba-n-l-cao-ca-p-nha-t-nha-p-tha-i-lan/11762,imported,30000,Trắng,7,gasoline,automatic,895000000,2019
826,🔥🔥🔥Chính chủ cần bán xe MAZDA CX 9 2 cầu Model 2012,Mazda,CX-9,suv,https://xetot.com/ho-chi-minh/ban-xe/-chinh-chu-can-ban-xe-mazda-cx-9-2-cau-model-2012/11831,imported,80000,Khác,7,gasoline,automatic,496000000,2012
827,Bán xe KIA SELTOS PREMIUM xe đủ màu giao ngay,Kia,Seltos,suv,https://xetot.com/ho-chi-minh/ban-xe/ban-xe-kia-seltos-premium-xe-du-mau-giao-ngay/10584,imported,1,Đỏ,5,gasoline,automatic,639000000,2022
828,Bán xe FORD RANGER 2009 chính chủ,Ford,Ranger,pickup,https://xetot.com/ho-chi-minh/ban-xe/ban-xe-ford-ranger-2009-chinh-chu/10651,imported,101000,Đen,5,diesel,manual,285000000,2009
829,Cần bán xe Toyota Camry 2018 số tự động,Toyota,Camry,sedan,https://xetot.com/ho-chi-minh/ban-xe/can-ban-xe-toyota-camry-2018-so-tu-dong/11820,imported,49000,Đen,5,gasoline,automatic,736000000,2018
830,Mitsubishi Xpander 2021 số tự động màu trắng,Mitsubishi,Xpander,suv,https://xetot.com/ho-chi-minh/ban-xe/mitsubishi-xpander-2021-so-tu-dong-mau-trang/11813,imported,32000,Trắng,7,gasoline,automatic,563000000,2021
831,Bán BMW X1 Pro Full Option biển số VIP tặng chổ đậu xe BH chính hãng đã chạy 25000km,BMW,X1,suv,https://xetot.com/ho-chi-minh/ban-xe/ban-bmw-x1-pro-full-option-bien-so-vip-tang-cho-dau-xe-bh-chinh-hang-da-chay-25000km/11812,imported,25000,Đen,5,gasoline,None,600000000,2010
832,Honda City 2018 top màu xanh số tự động,Honda,City,sedan,https://xetot.com/ho-chi-minh/ban-xe/honda-city-2018-top-mau-xanh-so-tu-dong/11811,imported,67000,Xanh dương,5,gasoline,automatic,396000000,2018
833,Bán xe Toyota Highlander 2011 nhập Mỹ nguyên chiếc,Toyota,Khác,suv,https://xetot.com/ha-noi/ban-xe/ban-xe-toyota-highlander-2011-nhap-my-nguyen-chiec/11809,imported,102000,Bạc,7,gasoline,automatic,780000000,2011
834,Cần bán Toyota Altis 2014 số tự động,Toyota,Corolla Altis,sedan,https://xetot.com/ho-chi-minh/ban-xe/can-ban-toyota-altis-2014-so-tu-dong/11806,imported,113000,Xám,5,gasoline,automatic,463000000,2014
835,Toyota Hiace 2010 ghế như mới 127000km,Toyota,Hiace,van,https://xetot.com/ho-chi-minh/ban-xe/toyota-hiace-2010-ghe-nhu-moi-127000km/11803,imported,127000,Bạc,16,diesel,manual,325000000,2011
836,Mitsubishi Xpander 2022 số tự động màu trắng,Mitsubishi,Xpander,van,https://xetot.com/ho-chi-minh/ban-xe/mitsubishi-xpander-2022-so-tu-dong-mau-trang/11799,imported,41000,Trắng,7,gasoline,automatic,565000000,2023
837,Mercedes benz GLC200 Model 2020 CÒN BẢO HÀNH CHÍNH,Mercedes,GLC,suv,https://xetot.com/ho-chi-minh/ban-xe/mercedes-benz-glc200-model-2020-con-bao-hanh-chinh/11795,imported,26000,Trắng,5,gasoline,automatic,1535000000,2020
838,Cần bán Mazda Cx5 model 2021 luxury xanh Cavansize,Mazda,CX-5,suv,https://xetot.com/ho-chi-minh/ban-xe/can-ban-mazda-cx5-model-2021-luxury-xanh-cavansize/11749,imported,33000,Xanh dương,5,gasoline,automatic,725000000,2021
839,Toyota Fortuner 2014 máy xăng số tự động,Toyota,Fortuner,suv,https://xetot.com/ho-chi-minh/ban-xe/toyota-fortuner-2014-may-xang-so-tu-dong/11793,imported,69000,Bạc,7,gasoline,automatic,560000000,2014
840,Nhà bán xe tucson 2017 bản xăng đặc biệt ATH xe đẹp,Hyundai,Tucson,suv,https://xetot.com/ha-noi/ban-xe/nha-ban-xe-tucson-2017-ban-xang-dac-biet-ath-xe-dep/11790,imported,75888,Đen,5,gasoline,automatic,679000000,2017
841,KIA K3 xả kho giá siêu siêu tốt,Kia,K3,sedan,https://xetot.com/ha-noi/ban-xe/kia-k3-xa-kho-gia-sieu-sieu-tot/11789,imported,0,Đỏ,5,gasoline,automatic,634000000,2022
842,Hyundai Accent 2021 ATH màu trắng số tự động,Hyundai,Accent,sedan,https://xetot.com/ho-chi-minh/ban-xe/hyundai-accent-2021-ath-mau-trang-so-tu-dong/11788,imported,31000,Trắng,5,gasoline,automatic,466000000,2021
843,KIA Seltos giá chạm đáy và quà tặng tiền mặt,Kia,Seltos,suv,https://xetot.com/ha-noi/ban-xe/kia-seltos-gia-cham-day-va-qua-tang-tien-mat/11787,imported,0,Trắng,5,gasoline,automatic,724000000,2022
844,KIA Sonet giá cực kì hấp dẫn cùng nhiều ưu đãi,Kia,Sonet,suv,https://xetot.com/ha-noi/ban-xe/kia-sonet-gia-cuc-ki-hap-dan-cung-nhieu-uu-dai/11786,imported,0,Đỏ,5,gasoline,automatic,580000000,2022
845,Cần bán xe Toyota Corolla Cross 2023 xe nhập Thái nguyên,Toyota,Corolla Cross,suv,https://xetot.com/ba-ria---vung-tau/ban-xe/can-ban-xe-toyota-corolla-cross-2023-xe-nhap-thai-nguyen/11781,imported,0,Đỏ,5,gasoline,automatic,811000000,2023
846,Chevrolet Captiva 2015 ltz số tự động màu trắng,Chevrolet,Captiva,suv,https://xetot.com/ho-chi-minh/ban-xe/chevrolet-captiva-2015-ltz-so-tu-dong-mau-trang/11775,imported,56000,Trắng,7,gasoline,automatic,466000000,2015
847,Cần bán Innova 2021 bản E số sàn Odo 31000km,Toyota,Innova,van,https://xetot.com/ho-chi-minh/ban-xe/can-ban-innova-2021-ban-e-so-san-odo-31000km/11766,imported,31000,Trắng,8,gasoline,manual,616000000,2021
